V1,V6,V10,V12,V13,V14,V15,Class
0.8925570560526752,-0.4598446297077231,-0.1835394220159272,1.588947908144599,-0.1860521608788418,-0.4921545495775482,-0.3736124264579187,1
0.976061234611435,-0.4036036088019073,1.604305141264028,-0.9922336303773592,-0.5522028134884025,-0.4921545495775482,-0.3736124264579187,1
0.7255486989351556,-0.3125615141864155,0.2932191281920608,-0.5777581895294257,-0.1860521608788418,-0.4921545495775482,-0.3736124264579187,1
-0.7775265151225209,-0.2743424778802533,0.6507880408480519,-0.6092011540075448,-0.5522028134884025,-0.4921545495775482,-0.3736124264579187,1
1.393582127405234,0.2538881052130441,-0.7794876097759124,-0.4376940750359861,-0.5522028134884025,-0.4921545495775482,-0.3736124264579187,1
-0.3600056223287219,0.0621714759374179,1.604305141264028,-0.6606532776990124,0.5462491443402795,-0.4921545495775482,-0.3736124264579187,1
1.9781113773165528,0.2551310007026754,-0.8986772473279093,-0.0718123065633275,0.1800984917307188,1.2449010663078637,5.3103060614206345,1
1.0595654131701948,1.143179828044231,1.723494778816025,-0.7321145606038285,0.5462491443402795,-0.4921545495775482,-0.3736124264579187,1
0.8090528774939154,-0.828673866255808,1.12754659105604,-0.6406441184856638,-0.5522028134884025,-0.4921545495775482,-0.3736124264579187,1
-1.1115432293575602,-0.316911648400125,-0.0643497844639302,-0.3004884118587391,-0.5522028134884025,2.448891995836905,1.8125100688799864,1
-0.1929972652112023,0.6624899974293302,-0.5411083346719183,-0.4262602697712155,0.1800984917307188,-0.4921545495775482,-0.3736124264579187,1
1.393582127405234,-0.5393899410441256,-1.4946254350878945,0.3369462316522206,-0.1860521608788418,-0.4921545495775482,-0.3736124264579187,1
0.8090528774939154,-0.1258164668693144,0.1740294906400638,-0.1518489434167216,0.1800984917307188,-0.4921545495775482,-0.3736124264579187,1
0.3915319847001163,-0.7491285549194056,-0.4219186971199213,-0.5548905789998846,-0.1860521608788418,-0.4921545495775482,-0.3736124264579187,1
1.4770863059639938,-0.5729481192641703,0.5315984032960549,0.0796856131948826,-0.5522028134884025,-0.4921545495775482,-0.3736124264579187,1
-0.6105181580050013,0.0329634319310826,0.6507880408480519,-0.7778497816629109,0.5462491443402795,-0.4921545495775482,-0.3736124264579187,1
-1.2785515864750798,-0.5931451709706789,-0.8986772473279093,-0.6120596053237374,-0.5522028134884025,-0.4921545495775482,-0.3736124264579187,1
1.1430695917289546,2.561323581713531,0.5315984032960549,-0.4348356237197934,-0.5522028134884025,-0.4921545495775482,-0.3736124264579187,1
-0.3600056223287219,-0.4713414129868125,-1.2562461599839003,-1.0208181435392856,-0.5522028134884025,-0.4921545495775482,-0.3736124264579187,1
0.3080278061413565,-0.4613982490697622,-1.2562461599839003,-0.4148264645064449,-0.5522028134884025,-0.4921545495775482,-0.3736124264579187,1
-0.5270139794462415,0.4014819446067597,-1.6138150726398914,-0.4291187210874082,-0.5522028134884025,-0.4921545495775482,-0.3736124264579187,1
1.5605904845227536,0.2666277839817649,-1.3754357975358975,-0.2633285447482347,-0.5522028134884025,-0.4921545495775482,-0.3736124264579187,1
0.0575152704650771,-0.0646038640049734,0.4124087657440579,-1.0293934974878636,-0.5522028134884025,-0.4921545495775482,-0.3736124264579187,1
1.1430695917289546,-0.4654376594110639,1.723494778816025,-0.3805250487121332,0.1800984917307188,-0.4921545495775482,-0.3736124264579187,1
-0.4435098008874817,-0.4728950323488516,-1.0178668848799064,0.2683434000635972,-0.1860521608788418,-0.4921545495775482,-0.3736124264579187,1
-1.2785515864750798,0.7128272647593974,-0.3027290595679243,-0.7778497816629109,-0.5522028134884025,-0.4921545495775482,-0.3736124264579187,1
0.2245236275825967,-0.4756915472005221,-0.5411083346719183,-0.8607448698324975,-0.1860521608788418,1.943399620843796,0.938061070744824,1
-0.1094930866524424,-0.390242482288371,-0.3027290595679243,0.0854025158272679,0.5462491443402795,-0.4921545495775482,-0.3736124264579187,1
-0.3600056223287219,-0.4753808233281142,-1.1370565224319034,-0.9579322145830474,-0.1860521608788418,-0.4921545495775482,-0.3736124264579187,1
0.558540341817636,-0.3840280048402145,0.1740294906400638,-0.7321145606038285,-0.5522028134884025,1.0243225754017795,0.5008365716772432,1
-1.612568300710119,-0.1149411313350406,0.0548398530880668,-0.7435483658685991,-0.5522028134884025,-0.4921545495775482,-0.3736124264579187,1
-0.1929972652112023,-0.521057232572064,0.5315984032960549,-0.4005342079254817,-0.1860521608788418,-0.4921545495775482,-0.3736124264579187,1
-0.0259889080936826,-0.4756915472005221,-1.1370565224319034,-0.5577490303160771,-0.1860521608788418,2.485655077654586,0.0636120726096622,1
-0.6940223365637611,-0.3573057518131418,-1.0178668848799064,4.510285153293482,-0.5522028134884025,-0.4921545495775482,-0.3736124264579187,1
